POS;MONTH;DATE;POS_CAT;POS_CHANNEL;POS_GROUP;LAST_TR_DATE;POS_STATUS;CASH_IN_OUT_STATUS;SITE;LOCALITE;MILIEU;ZONE;DACR;BALANCE;LONGITUDE;LATITUDE;LOCALISATION;SECTEUR;LAST_VISITE_DATE;VISITE;COMMISSIONS_AMNT;IMPACT_VISITE;COMMISSION_PERF;COMMISSION_PERF_2
XKLO5dLr;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-07;Actif;Actif;ARLIT HQ_AIRTEL;ARLIT;Urbain;Nord;Agadez;749.0;7.3841;18.7369;Système;Arlit 2;1970-01-01;Jamais;115;Jamais visité;Non;Low
xancIu1k;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-01;Inactif récent;Inactif récent;TAHOUA AEROPORT;TAHOUA;Urbain;Centre;Tahoua;10.25;5.25734167;14.87593612;Système;Tahoua 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
v7ep7Hyb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-07;Actif;Actif;DAKORO;DAKORO;Urbain;Nord;Maradi;33.5;6.76525833333333;14.4998;Visites;Dakoro;2020-08-13;Oui;3;A réagi;Non;Low
jCRL2iTb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;MARADI 601;MARADI;Urbain;Sud;Maradi;859.9;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;1157;Jamais visité;Oui;Medium
n2sqOamA;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-20;Inactif récent;Inactif récent;AGUIE;AGUIE;Urbain;Est;Maradi;88.1;7.777392333333331;13.5037872833333;Visites;Aguié;2020-08-17;Oui;0;N'a pas réagi;Non;Zero
ivTKILqT;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-03-13;Inactif âgé;Inactif âgé;ZINDER NASSARAWA IDI;ZINDER;Urbain;Centre;Zinder;9.75;9.00422;13.803629999999998;Système;Zinder 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
FJl2jKTn;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-06;Actif;Actif;ARENE DE LUTTE;NIAMEY;Urbain;Wadata;Niamey;1691.25;2.14080371;13.52191935;Système;Wadata 4;1970-01-01;Jamais;340;Jamais visité;Non;Low
QiLcHcer;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CIMETIERE YANTALA;NIAMEY;Urbain;Petit Marché;Niamey;96.59;2.07693655;13.53830996;Système;Petit Marché 5;1970-01-01;Jamais;299395;Jamais visité;Oui;Super High
XozPEhhb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;PARC KOIRA KANO;NIAMEY;Urbain;Petit Marché;Niamey;1540.0;2.06625;13.534082999999999;Système;Petit Marché 1;1970-01-01;Jamais;5540;Jamais visité;Oui;Medium
PMvrDRzt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BOLBOL;BOLBOL;Rural;Centre;Dosso;267502.05;3.57199374;12.96255237;Système;Dosso 3;1970-01-01;Jamais;124721;Jamais visité;Oui;Super High
dWbEZrjF;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;CITE CAISSE;NIAMEY;Urbain;Nord;Niamey;37656.91;2.12841039;13.54533896;Système;Nord 4;1970-01-01;Jamais;3155;Jamais visité;Oui;Medium
i3TkeuPo;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-04-15;Inactif âgé;Inactif âgé;SAFO OUBANDAWAKI;SAFO OUBANDAWAKI;Rural;Sud;Maradi;95.93;7.11972132;13.41437484;Système;Madarounfa;1970-01-01;Jamais;0;Jamais visité;Non;Zero
wJkxl4SO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-04-26;Inactif âgé;Inactif âgé;AGADEZ MOOV OLD VILLE;AGADEZ;Urbain;Sud;Agadez;174.5;7.991410000000001;16.971626666666698;Visites;Agadez 5;2020-07-26;Non;0;Non visité;Non;Zero
u7ZgyqgH;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-07;Actif;Actif;HOPTAL DE REFERENCE;NIAMEY;Urbain;Nord;Niamey;5930.0;2.09698294;13.58887886;Système;Nord 2;1970-01-01;Jamais;380;Jamais visité;Non;Low
lBQXklEx;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-07;Actif;Actif;MARADI BOURJA;MARADI;Urbain;Sud;Maradi;79.36;7.10759723;13.47256389;Système;Maradi 1;1970-01-01;Jamais;1256;Jamais visité;Oui;Medium
NGDbvSOh;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;KALLEY PLATEAU;NIAMEY;Urbain;Grand Marché;Niamey;99.61;2.15214;13.56171;Système;Nord 1;1970-01-01;Jamais;2565;Jamais visité;Oui;Medium
5AuEXTVx;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-01;Futur inactif;Futur inactif;CALL CENTER NODAL;NIAMEY;Urbain;Petit Marché;Niamey;0.27;2.09971124;13.53200075;Système;Petit Marché 3;1970-01-01;Jamais;3;Jamais visité;Non;Low
83AdViTu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-03;Futur inactif;Futur inactif;AGADEZ ELEVAGE;AGADEZ;Urbain;Sud;Agadez;828.98;7.985333;16.9785;Système;Agadez 4;1970-01-01;Jamais;700;Jamais visité;Non;Low
zrTtKd5h;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;ZINDER NASSARAWA IDI;ZINDER;Urbain;Centre;Zinder;614.1;9.00422;13.803629999999998;Système;Zinder 2;1970-01-01;Jamais;505;Jamais visité;Non;Low
gPZDgV4g;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-21;Actif;Actif;ORIBA FACE;NIAMEY;Urbain;Wadata;Niamey;73537.39;2.13289093;13.49207344;Système;Wadata 3;1970-01-01;Jamais;2758;Jamais visité;Oui;Medium
Hr7VMSpl;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-21;Inactif récent;Inactif récent;DEUXIEME ARRONDISSEMENT;NIAMEY;Urbain;Grand Marché;Niamey;177.0;2.12358935;13.51746622;Visites;Grand Marché 5;2020-08-18;Oui;0;N'a pas réagi;Non;Zero
sfPzVXfK;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;RADIO KAKAKI;NIAMEY;Urbain;Wadata;Niamey;396149.77;2.1308333333333302;13.503398333333301;Visites;Wadata 2;2020-07-28;Non;98375;Non visité;Oui;Super High
zW9ed5bI;2020-08-01;2020-08-24;INDRETAILER;Indirect;PDV;2020-06-08;Inactif récent;Inactif récent;NIAMEY 2000;NIAMEY;Urbain;Wadata;Niamey;217.5;2.17939333333333;13.522153333333302;Visites;Wadata 1;2020-08-22;Oui;0;N'a pas réagi;Non;Zero
y33NmhXI;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-07;Inactif récent;Inactif récent;KOUARAKANO NIGELEC;NIAMEY;Urbain;Petit Marché;Niamey;2012.5;2.0677950000000003;13.544248333333302;Visites;Petit Marché 1;2020-08-20;Oui;0;N'a pas réagi;Non;Zero
Ewx13AvL;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;RT_BOBIEL;NIAMEY;Urbain;Nord;Niamey;2437.5;2.08597705;13.55688686;Système;Nord 3;1970-01-01;Jamais;28;Jamais visité;Non;Low
RPy2epwR;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;DIFFA STADE;DIFFA;Urbain;Est;Diffa;64.5;12.608835000000001;13.323013333333302;Visites;Diffa 3;2020-08-21;Oui;13;A maintenu son statut;Non;Low
qLPk0Y83;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-27;Inactif récent;Inactif récent;KARAGUE RIVE DROITE 1;NIAMEY;Urbain;Haro Banda;Niamey;123.0;2.089686;13.49281552;Système;Haro Banda 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
Irlxrv9q;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;TILLABERI;TILLABERI;Urbain;Ouest;Tillaberi;65.5;1.454225;14.202243333333302;Visites;Tillabéri;2020-08-19;Oui;0;N'a pas réagi;Non;Zero
hVl9cAbq;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;ECOLE CHARÉE ZAMNA 2;ZINDER;Urbain;Centre;Zinder;35.19;8.96483666666667;13.813329999999999;Visites;Zinder 3;2020-08-17;Oui;25;A maintenu son statut;Non;Low
hhaMnsSD;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;MARADI ECOLE NORMALE;MARADI;Urbain;Sud;Maradi;26408.91;7.11846667;13.48912778;Système;Maradi 1;1970-01-01;Jamais;407;Jamais visité;Non;Low
AbK5I3nS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BALEYARA;BALEYARA;Rural;Est;Tillaberi;790.0;2.93789649;13.7778255;Système;Baleyara;1970-01-01;Jamais;279;Jamais visité;Non;Low
Pyg73yx5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;TESSAOUA_2;TESSAOUA;Urbain;Est;Maradi;25.3;7.99010121666667;13.762332216666698;Visites;Tessaoua;2020-08-16;Oui;1;A maintenu son statut;Non;Low
hdIavfMY;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-20;Inactif âgé;Inactif âgé;BOUZA;BOUZA;Urbain;Est;Tahoua;618.5;6.0411271;14.42155438;Système;Bouza;1970-01-01;Jamais;0;Jamais visité;Non;Zero
TS9zEsQJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-23;Inactif récent;Inactif récent;DIFFA VILLE;DIFFA;Urbain;Est;Diffa;23.5;12.616011666666699;13.312101666666699;Visites;Diffa 2;2020-08-19;Oui;0;N'a pas réagi;Non;Zero
xKSaw2Js;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DIFFA_ADMINISTRATION;DIFFA;Urbain;Est;Diffa;10291.0;12.608748;13.315947;Système;Diffa 3;1970-01-01;Jamais;755;Jamais visité;Non;Low
UL7CIVUB;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-31;Futur inactif;Futur inactif;TAHOUA ABATOIRE;TAHOUA;Urbain;Centre;Tahoua;48.6;5.24369723;14.87930278;Système;Tahoua 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
lRZZl9bk;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-05;Inactif récent;Inactif récent;ECOLE CHEIK HAMDAN;TAHOUA;Urbain;Centre;Tahoua;230.0;5.287222;14.886167000000002;Système;Tahoua 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
ctnMVUiM;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;MARADI UNIVERSITE;MARADI;Urbain;Sud;Maradi;39363.85;7.12788889;13.49197223;Système;Maradi 1;1970-01-01;Jamais;3165;Jamais visité;Oui;Medium
iUjRVQa2;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-23;Inactif récent;Inactif récent;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;468.0;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
eO6Z1Nx4;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-03;Futur inactif;Futur inactif;ZINDER GARIN MALAM;ZINDER;Urbain;Centre;Zinder;208.5;8.9961;13.81135;Système;Zinder 1;1970-01-01;Jamais;10;Jamais visité;Non;Low
UsjFDqwv;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BANDABARI;NIAMEY;Urbain;Grand Marché;Niamey;117.26;2.13703333333333;13.52876;Visites;Grand Marché 2;2020-07-14;Non;1259;Non visité;Oui;Medium
z3AIrdW6;2020-08-01;2020-08-24;Half Wholesaler;Indirect;PDV;2020-08-24;Actif;Actif;CITÉ CHINOISE;NIAMEY;Urbain;Nord;Niamey;3383.95;2.1063;13.5611;Système;Nord 3;1970-01-01;Jamais;8705;Jamais visité;Oui;Medium
4gj4qQug;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;BANQUE ATLANTIQUE;NIAMEY;Urbain;Grand Marché;Niamey;744.0;2.11525049;13.51793354;Système;Grand Marché 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
2xPiItcX;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BANIFANDOU;NIAMEY;Urbain;Nord;Niamey;10684.89;2.1293898999999996;13.552973300000001;Système;Nord 4;1970-01-01;Jamais;32078;Jamais visité;Oui;High
tX0N9NwV;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;BANIFANDOU;NIAMEY;Urbain;Nord;Niamey;15225.9;2.124475;13.551393333333301;Visites;Nord 4;2020-07-14;Non;2173;Non visité;Oui;Medium
tM1I3uRk;2020-08-01;2020-08-24;Half Wholesaler;Indirect;PDV;2020-06-18;Inactif récent;Inactif récent;GAYA;GAYA;Urbain;Sud;Dosso;13.46;3.43802081;11.88552662;Système;Gaya 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
uX6rhkYt;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;MARADI 601;MARADI;Urbain;Sud;Maradi;39.0;7.1081302;13.49763452;Système;Maradi 2;1970-01-01;Jamais;23;Jamais visité;Non;Low
9lMDxf0T;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;DEUXIEME ARRONDISSEMENT;NIAMEY;Urbain;Grand Marché;Niamey;151595.19;2.12161864;13.51494516;Système;Grand Marché 5;1970-01-01;Jamais;25736;Jamais visité;Oui;High
doHqLz2n;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;MADAOUA_2;MADAOUA;Urbain;Sud;Tahoua;78.75;5.9598;14.0712;Système;Madaoua;1970-01-01;Jamais;13;Jamais visité;Non;Low
XH6RjgQT;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-12;Inactif âgé;Inactif âgé;ECOLE CHARÉE ZAMNA 2;ZINDER;Urbain;Centre;Zinder;32.46;8.96332;13.81533;Système;Zinder 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
3MrAOSFs;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-11;Inactif âgé;Inactif âgé;MADAOUA_2;MADAOUA;Urbain;Sud;Tahoua;11.35;5.9598;14.0712;Système;Madaoua;1970-01-01;Jamais;0;Jamais visité;Non;Zero
WXQY3IZs;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-23;Inactif récent;Inactif récent;MADAOUA_2;MADAOUA;Urbain;Sud;Tahoua;15.0;5.9598;14.0712;Système;Madaoua;1970-01-01;Jamais;0;Jamais visité;Non;Zero
aHIDC8mY;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ZINDER UNIV;ZINDER;Urbain;Centre;Zinder;9.82;8.98863;13.84394;Système;Zinder 3;1970-01-01;Jamais;773;Jamais visité;Non;Low
Ga2zUHc0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;ECOLE CHARÉE ZAMNA 2;ZINDER;Urbain;Centre;Zinder;131.0;8.96463166666667;13.813533333333302;Visites;Zinder 3;2020-08-20;Oui;24;A réagi;Non;Low
RowouB9n;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;GAWEYE RIVE DROITE;NIAMEY;Urbain;Haro Banda;Niamey;74254.06;2.0972031354904197;13.488072752952599;Visites;Haro Banda 3;2020-08-06;Oui;19508;A maintenu son statut;Oui;High
HRBIql8L;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;TIBIRI MARADI;TIBIRI MARADI;Urbain;Sud;Maradi;24.5;7.07057833333333;13.565425;Visites;Maradi 3;2020-07-27;Non;1;Non visité;Non;Low
er2DnxHg;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-11;Actif;Actif;NIAMEY2000_MARTABA;NIAMEY;Urbain;Wadata;Niamey;387.55;2.18624837;13.50816527;Système;Wadata 1;1970-01-01;Jamais;100;Jamais visité;Non;Low
TFW2Lc0j;2020-08-01;2020-08-24;Half Wholesaler;Indirect;PDV;2020-06-11;Inactif récent;Inactif récent;TAHOUA 702;TAHOUA;Urbain;Centre;Tahoua;10699.64;5.25687845;14.90226198;Système;Tahoua 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
wnO6zrW4;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;ECOLE RIVE DROITE 3;NIAMEY;Urbain;Haro Banda;Niamey;4161.85;2.08496821;13.49677654;Système;Haro Banda 2;1970-01-01;Jamais;6478;Jamais visité;Oui;Medium
7DL0Sunw;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-15;Actif;Actif;MARADI BOURJA;MARADI;Urbain;Sud;Maradi;446.79;7.11005;13.475735;Visites;Maradi 1;2020-07-21;Non;127;Non visité;Non;Low
B8pim6uJ;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-20;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;30.14;5.80257833333333;15.903756666666698;Visites;Tchinta;2020-07-23;Non;4;Non visité;Non;Low
QF7kJJmN;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;ABALAK;ABALAK;Urbain;Nord;Tahoua;1901.0;6.28794826;15.4643044;Système;Abalak;1970-01-01;Jamais;1;Jamais visité;Non;Low
c2u7Dt71;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-27;Futur inactif;Futur inactif;MARADI ZARIA RELIEF;MARADI;Urbain;Sud;Maradi;20.0;7.121;13.51322222;Système;Maradi 4;1970-01-01;Jamais;0;Jamais visité;Non;Zero
qhL9kIwS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-21;Inactif récent;Inactif récent;LOGA;LOGA;Urbain;Centre;Dosso;25.0;3.22730833333333;13.622256666666699;Visites;Loga;2020-08-20;Oui;0;N'a pas réagi;Non;Zero
r8RRiZ2e;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;204.0;5.79743166666667;15.898145000000001;Visites;Tchinta;2020-08-23;Oui;13;A maintenu son statut;Non;Low
Q4JbRRGf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;38.0;5.809805;15.897548333333301;Visites;Tchinta;2020-08-17;Oui;13;A maintenu son statut;Non;Low
z9wzMMdb;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;14.6;5.80252666666667;15.904595;Visites;Tchinta;2020-08-14;Oui;13;A maintenu son statut;Non;Low
d561T9W7;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;KARAGUE RIVE DROITE 2;NIAMEY;Urbain;Haro Banda;Niamey;1.47;2.09219299;13.49441588;Système;Haro Banda 2;1970-01-01;Jamais;4902;Jamais visité;Oui;Medium
q4KZ2Rt5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-07;Inactif récent;Inactif récent;DAN ISSA;DAN ISSA;Rural;Sud;Maradi;5.3;7.25381976;13.15696724;Système;Madarounfa;1970-01-01;Jamais;0;Jamais visité;Non;Zero
wjzBmVqi;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-06;Actif;Actif;ABALAK;ABALAK;Urbain;Nord;Tahoua;1505.0;6.28794826;15.4643044;Système;Abalak;1970-01-01;Jamais;5;Jamais visité;Non;Low
n7Iz224C;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-13;Inactif récent;Inactif récent;TOURBOUNANI_ATC;NIAMEY;Urbain;Grand Marché;Niamey;12.5;2.14360666666667;13.538225;Visites;Grand Marché 2;2020-07-16;Non;0;Non visité;Non;Zero
pB1JBPSi;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-28;Futur inactif;Futur inactif;CES_LAMORDE;NIAMEY;Urbain;Haro Banda;Niamey;208.0;2.07511397;13.50532964;Système;Haro Banda 2;1970-01-01;Jamais;0;Jamais visité;Non;Zero
XlJP5Pyu;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-15;Inactif récent;Inactif récent;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;104.0;5.80251;15.904383333333302;Visites;Tchinta;2020-08-02;Oui;0;N'a pas réagi;Non;Zero
PLJDxl8d;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;BONKANEY;NIAMEY;Urbain;Grand Marché;Niamey;21895.9;2.13889;13.534315;Visites;Grand Marché 1;2020-08-23;Oui;2530;A maintenu son statut;Oui;Medium
J8nVSUAR;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-30;Futur inactif;Futur inactif;TOUBOUT;TOUBOUT;Rural;Centre;Tahoua;50.0;5.58766667;14.33944444;Système;Illéla;1970-01-01;Jamais;0;Jamais visité;Non;Zero
nUnUchWY;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-05-05;Inactif âgé;Inactif âgé;SANAM;SANAM;Rural;Est;Tillaberi;370.5;3.90669444;14.83505556;Système;Filingué;1970-01-01;Jamais;0;Jamais visité;Non;Zero
CYPpwcsg;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;167.86;5.80285833333333;15.897633333333301;Visites;Tchinta;2020-08-22;Oui;17;A maintenu son statut;Non;Low
ee5lvdkO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;MADAROUNFA;MADAROUNFA;Urbain;Sud;Maradi;4.5;7.16186557;13.29964714;Système;Madarounfa;1970-01-01;Jamais;661;Jamais visité;Non;Low
33SHpQw3;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-02;Futur inactif;Futur inactif;TAHOUA_AYARAGGOUA;TAHOUA;Urbain;Centre;Tahoua;31.38;5.265755;14.892261666666698;Visites;Tahoua 3;2020-07-10;Non;1;Non visité;Non;Low
mwrzcV94;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;AROUNGOUZA;AROUNGOUZA;Rural;Nord;Zinder;13976.98;8.94637833333333;14.034538333333302;Visites;Bakin Birgi;2020-08-24;Oui;45;A maintenu son statut;Non;Low
MbpNnFIW;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-13;Inactif récent;Inactif récent;TAHOUA 700;TAHOUA;Urbain;Centre;Tahoua;51.75;5.27256423;14.89363192;Système;Tahoua 1;1970-01-01;Jamais;0;Jamais visité;Non;Zero
4ObPbs6F;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;514.5;5.80582166666667;15.895238333333301;Visites;Tchinta;2020-08-24;Oui;19;A maintenu son statut;Non;Low
HfiuCGUf;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-18;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;494.5;5.80536833333333;15.9075483333333;Visites;Tchinta;2020-08-17;Oui;59;A maintenu son statut;Non;Low
8iJa5BCC;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;BOUZA;BOUZA;Urbain;Est;Tahoua;317.0;6.0411271;14.42155438;Système;Bouza;1970-01-01;Jamais;17;Jamais visité;Non;Low
y0ffGzWK;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-17;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;215.55;5.80824333333333;15.897561666666698;Visites;Tchinta;2020-08-17;Oui;13;A maintenu son statut;Non;Low
BiQsNX9F;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;262.53;5.80253;15.904595;Visites;Tchinta;2020-08-14;Oui;14;A maintenu son statut;Non;Low
p5MHes6B;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-14;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;25.42;5.80236833333333;15.904703333333302;Visites;Tchinta;2020-08-14;Oui;12;A maintenu son statut;Non;Low
SQW0ZLo0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;55.75;5.80395333333333;15.894965;Visites;Tchinta;2020-08-22;Oui;15;A maintenu son statut;Non;Low
4jBjTzl0;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;TCHINTABARADEN;TCHINTABARADEN;Urbain;Nord;Tahoua;13.0;5.80331833333333;15.89555;Visites;Tchinta;2020-08-22;Oui;13;A maintenu son statut;Non;Low
FfzMgpKS;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-12;Actif;Actif;MAINE SOROA;MAINE SOROA;Urbain;Ouest;Diffa;449.0;12.0246369;13.22036356;Système;Mainé Soroa;1970-01-01;Jamais;1;Jamais visité;Non;Low
CrxYWr8b;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-22;Actif;Actif;BASSORA MOOV;NIAMEY;Urbain;Wadata;Niamey;314.0;2.17075;13.512277;Système;Wadata 1;1970-01-01;Jamais;2105;Jamais visité;Oui;Medium
DpFtpUZ5;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-07-13;Inactif récent;Inactif récent;TOUNDI FARKA;TOUNDI FARKA;Rural;Ouest;Tillaberi;51.77;1.5368549999999999;14.003311666666699;Visites;Tillabéri;2020-08-12;Oui;0;N'a pas réagi;Non;Zero
NAaPFw81;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;AGUIE;AGUIE;Urbain;Est;Maradi;476.0;7.7769363666666695;13.504119183333302;Visites;Aguié;2020-08-04;Oui;1;A maintenu son statut;Non;Low
gBqfQMhD;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-23;Actif;Actif;RADIO KAKAKI;NIAMEY;Urbain;Wadata;Niamey;1.38;2.13031619;13.50400826;Système;Wadata 2;1970-01-01;Jamais;286;Jamais visité;Non;Low
LNMgCnCO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-08-24;Actif;Actif;SAMO;SAMO;Rural;Est;Tahoua;325609.7;5.58344444;14.69311111;Système;Keita;1970-01-01;Jamais;29109;Jamais visité;Oui;High
A3L4NozO;2020-08-01;2020-08-24;Retailer;Indirect;PDV;2020-06-30;Inactif récent;Inactif récent;ZINDER BANIBIYE;ZINDER;Urbain;Centre;Zinder;59.0;8.96935833;13.81219444;Système;Zinder 3;1970-01-01;Jamais;0;Jamais visité;Non;Zero
