"POS";"MONTH";"DATE";"POS_CAT";"POS_CHANNEL";"POS_GROUP";"LAST_TR_DATE";"POS_STATUS";"INACTIVITY_DAYS";"LAST_CI_DATE";"LAST_CO_DATE";"CASH_IN_OUT_STATUS";"CASH_IN_CNT";"CASH_IN_AMNT";"CASH_OUT_CNT";"CASH_OUT_AMNT";"BALANCE";"LAST_VISITE_DATE";"LONGITUDE";"LATITUDE";"SITE";"LOCALISATION";"LOCALITE";"MILIEU";"SECTEUR";"ZONE";"DACR";"VISITE";"COMMISSIONS_AMNT";"IMPACT_VISITE";"COMMISSION_PERF"
"LTyHnRHf";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-25;2020-07-30;"Actif";0;0;0;0;10258.2;1970-01-01;8.98863;13.84394;"ZINDER UNIV";"Système";"ZINDER";"Urbain";"Zinder 3";"Centre";"Zinder";"Jamais";8041;"Jamais visité";"Oui"
"LTyHnRHf";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-23;"Actif";1;2020-08-23;2020-08-21;"Actif";0;0;0;0;1543.2;1970-01-01;8.98863;13.84394;"ZINDER UNIV";"Système";"ZINDER";"Urbain";"Zinder 3";"Centre";"Zinder";"Jamais";1034;"Jamais visité";"Oui"
"cv8mAaHc";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-21;"Actif";10;2020-07-21;1970-01-01;"Actif";0;0;0;0;98.25;1970-01-01;2.12033649;13.56213667;"LAZARET NORD FAISCEAU";"Système";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Jamais";505;"Jamais visité";"Non"
"cv8mAaHc";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-21;"Inactif récent";34;2020-07-21;1970-01-01;"Inactif récent";0;0;0;0;98.25;1970-01-01;2.12033649;13.56213667;"LAZARET NORD FAISCEAU";"Système";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Jamais";0;"Jamais visité";"Non"
"i9X18dFX";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-29;"Inactif récent";32;2020-06-29;2020-06-29;"Inactif récent";0;0;0;0;69;2020-07-29;3.19493833333333;13.05099;"DOSSO_SAMARIA_OUDOUN_KOUKOU";"Visites";"DOSSO";"Urbain";"Dosso 2";"Centre";"Dosso";"Oui";0;"N'a pas réagi";"Non"
"i9X18dFX";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-06-29;"Inactif récent";56;2020-06-29;2020-06-29;"Inactif récent";0;0;0;0;69;2020-07-29;3.19493833333333;13.05099;"DOSSO_SAMARIA_OUDOUN_KOUKOU";"Visites";"DOSSO";"Urbain";"Dosso 2";"Centre";"Dosso";"Non";0;"Non visité";"Non"
"csVfwxjJ";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;1970-01-01;"Actif";0;0;0;0;11404;1970-01-01;2.2045;13.45711;"AÉROPORT CHÂTEAU";"Système";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Jamais";415;"Jamais visité";"Non"
"csVfwxjJ";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-17;"Actif";7;2020-08-17;2020-08-11;"Actif";0;0;0;0;148.5;2020-08-20;2.19799833333333;13.4598983333333;"AÉROPORT CHÂTEAU";"Visites";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Oui";1195;"A maintenu son statut";"Oui"
"ENgOVwmr";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-29;2020-07-30;"Actif";0;0;0;0;20130;2020-07-30;2.09642833333333;13.5649066666667;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";593;"A maintenu son statut";"Non"
"ENgOVwmr";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-23;"Actif";1;2020-08-23;2020-08-20;"Actif";0;0;0;0;4517;2020-08-22;2.09247833333333;13.5645283333333;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";1087;"A maintenu son statut";"Oui"
"iP2ZJMsj";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-19;"Actif";12;2020-07-19;2020-04-19;"Actif";0;0;0;0;107121;1970-01-01;2.11525049;13.51793354;"BANQUE ATLANTIQUE";"Système";"NIAMEY";"Urbain";"Grand Marché 4";"Grand Marché";"Niamey";"Jamais";14395;"Jamais visité";"Oui"
"iP2ZJMsj";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-17;"Actif";7;2020-08-17;2020-04-19;"Actif";0;0;0;0;37921;1970-01-01;2.11525049;13.51793354;"BANQUE ATLANTIQUE";"Système";"NIAMEY";"Urbain";"Grand Marché 4";"Grand Marché";"Niamey";"Jamais";10800;"Jamais visité";"Oui"
"EhZJjUva";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-29;"Actif";2;2020-07-29;2020-07-06;"Actif";0;0;0;0;328.11;2020-07-29;2.12730666666667;13.5807283333333;"CITÉ_DÉPUTÉ";"Visites";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Oui";1739;"A maintenu son statut";"Oui"
"EhZJjUva";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-21;"Actif";3;2020-08-21;2020-07-06;"Actif";0;0;0;0;49.11;2020-08-19;2.12728333333333;13.58075;"CITÉ_DÉPUTÉ";"Visites";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Oui";30;"A maintenu son statut";"Non"
"5M2e3ePt";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-05-20;"Actif";0;0;0;0;14686.14;1970-01-01;2.13934952;13.51258359;"PNA AL OUMA SIEGE";"Système";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Jamais";768;"Jamais visité";"Non"
"5M2e3ePt";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-21;"Actif";3;2020-08-21;2020-05-20;"Actif";0;0;0;0;7016.65;1970-01-01;2.14565235;13.52003723;"EGLISE GARBADO";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";482;"Jamais visité";"Non"
"WOiLhQ1w";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-20;"Actif";2;15500;0;0;218493.5;1970-01-01;2.07693655;13.53830996;"CIMETIERE YANTALA";"Système";"NIAMEY";"Urbain";"Petit Marché 5";"Petit Marché";"Niamey";"Jamais";237197;"Jamais visité";"Oui"
"WOiLhQ1w";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;2020-08-22;"Actif";5;253500;0;0;134444.25;1970-01-01;3.1846;13.3937;"MOUSSADEY BERI";"Système";"MOUSSADEY BERI";"Rural";"Loga";"Centre";"Dosso";"Jamais";146150;"Jamais visité";"Oui"
"L9XyueLy";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-15;"Actif";16;2020-07-15;2020-06-08;"Actif";0;0;0;0;128.8;2020-07-16;2.13862;13.474295;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Oui";120;"A maintenu son statut";"Non"
"L9XyueLy";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-10;"Actif";14;2020-08-10;2020-06-08;"Actif";0;0;0;0;648.8;2020-07-16;2.13862;13.474295;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Non";20;"Non visité";"Non"
"zlP38f2v";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-21;"Actif";10;2020-07-21;2020-07-21;"Actif";0;0;0;0;9695.15;1970-01-01;2.07595567;13.56736499;"CENTRE_AERE_BCEAO";"Système";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Jamais";200;"Jamais visité";"Non"
"zlP38f2v";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-23;"Actif";1;2020-08-23;2020-08-09;"Actif";0;0;0;0;39160.15;2020-08-10;2.071495;13.5683516666667;"CENTRE_AERE_BCEAO";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Oui";965;"A maintenu son statut";"Non"
"2lRvtFp9";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-27;"Actif";4;2020-07-27;2020-07-27;"Actif";0;0;0;0;37.5;2020-07-27;2.09222666666667;13.5781983333333;"TCHANGAREY";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Oui";25;"N'a pas réagi";"Non"
"2lRvtFp9";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-27;"Futur inactif";28;2020-07-27;2020-07-27;"Futur inactif";0;0;0;0;37.5;2020-07-27;2.09222666666667;13.5781983333333;"TCHANGAREY";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Non";0;"Non visité";"Non"
"ziiWkyla";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-31;"Actif";8;86800;2;51000;19785.64;2020-07-13;2.14072;13.526195;"ARENE DE LUTTE";"Visites";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Oui";88435;"A maintenu son statut";"Oui"
"ziiWkyla";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;2020-08-24;"Actif";11;126000;1;30000;172799.64;2020-08-12;2.14013833333333;13.5258366666667;"ARENE DE LUTTE";"Visites";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Oui";52234;"A maintenu son statut";"Oui"
"q2kWlKVk";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-30;"Actif";1;1000;0;0;4774.36;2020-07-21;2.09992666666667;13.5345283333333;"CALL CENTER NODAL";"Visites";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Oui";65740;"A maintenu son statut";"Oui"
"q2kWlKVk";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;2020-08-22;"Actif";5;88400;0;0;12598.76;2020-08-13;2.09916666666667;13.5243566666667;"SONUCI CHATEAU 1";"Visites";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Oui";45821;"A maintenu son statut";"Oui"
"XA3SXguw";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-12;"Actif";19;2020-07-12;2020-07-12;"Actif";0;0;0;0;32.5;1970-01-01;2.93789649;13.7778255;"BALEYARA";"Système";"BALEYARA";"Rural";"Baleyara";"Est";"Tillaberi";"Jamais";14;"Jamais visité";"Non"
"XA3SXguw";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-11;"Actif";13;2020-08-11;2020-08-11;"Actif";0;0;0;0;45;2020-08-22;2.94628666666667;13.7815716666667;"BALEYARA";"Visites";"BALEYARA";"Rural";"Baleyara";"Est";"Tillaberi";"Oui";13;"A maintenu son statut";"Non"
"fzTKCDAn";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-08;"Futur inactif";23;2020-07-08;1970-01-01;"Futur inactif";0;0;0;0;26;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";1;"Jamais visité";"Non"
"fzTKCDAn";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-08;"Inactif récent";47;2020-07-08;1970-01-01;"Inactif récent";0;0;0;0;26;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";0;"Jamais visité";"Non"
"Y9HQOGaR";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-05-18;"Actif";0;0;0;0;3044.75;1970-01-01;2.11036212;13.51304292;"PETIT MARCHE";"Système";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Jamais";22980;"Jamais visité";"Oui"
"Y9HQOGaR";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";11;2020-08-13;2020-08-05;"Actif";0;0;0;0;294.75;1970-01-01;2.07738889;13.53258334;"CAMPING KOIRA KANO";"Système";"NIAMEY";"Urbain";"Petit Marché 5";"Petit Marché";"Niamey";"Jamais";12250;"Jamais visité";"Oui"
"iKlVkv5p";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-05-02;"Inactif âgé";90;2020-05-02;1970-01-01;"Inactif âgé";0;0;0;0;174.5;1970-01-01;2.14066489;13.54258758;"BANIFANDOU COCORBADO2";"Système";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"iKlVkv5p";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-05-02;"Inactif âgé";114;2020-05-02;1970-01-01;"Inactif âgé";0;0;0;0;174.5;2020-08-12;2.14146166666667;13.54218;"BANIFANDOU COCORBADO2";"Visites";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Oui";0;"N'a pas réagi";"Non"
"ipcUa44M";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-18;"Actif";13;2020-07-18;2020-07-17;"Actif";0;0;0;0;40884.5;1970-01-01;0.75998541;14.00450028;"TERA";"Système";"TERA";"Urbain";"Téra";"Ouest";"Tillaberi";"Jamais";18384;"Jamais visité";"Oui"
"ipcUa44M";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-18;"Inactif récent";37;2020-07-18;2020-07-17;"Inactif récent";0;0;0;0;40884.5;1970-01-01;0.75998541;14.00450028;"TERA";"Système";"TERA";"Urbain";"Téra";"Ouest";"Tillaberi";"Jamais";0;"Jamais visité";"Non"
"vB7yvRVg";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;1970-01-01;"Actif";0;0;0;0;1079.05;1970-01-01;5.287222;14.886167;"ECOLE CHEIK HAMDAN";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";12376;"Jamais visité";"Oui"
"vB7yvRVg";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;1970-01-01;"Actif";2;53534;0;0;45506.19;1970-01-01;5.287222;14.886167;"ECOLE CHEIK HAMDAN";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";8041;"Jamais visité";"Oui"
"BOUe5THe";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-29;"Actif";0;0;0;0;44722.65;1970-01-01;2.12841039;13.54533896;"CITE CAISSE";"Système";"NIAMEY";"Urbain";"Nord 4";"Nord";"Niamey";"Jamais";9102;"Jamais visité";"Oui"
"BOUe5THe";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;2020-08-24;"Actif";1;2000;1;40000;83313.9;2020-08-20;2.12644666666667;13.5416783333333;"CITE CAISSE";"Visites";"NIAMEY";"Urbain";"Nord 4";"Nord";"Niamey";"Oui";9590;"A maintenu son statut";"Oui"
"aCpucRU3";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-09;"Actif";0;0;0;0;55;1970-01-01;2.18196536;13.46889294;"AEROPORT QUARTIER";"Système";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Jamais";55;"Jamais visité";"Non"
"aCpucRU3";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-30;"Futur inactif";25;2020-07-30;2020-07-09;"Futur inactif";0;0;0;0;55;1970-01-01;2.18196536;13.46889294;"AEROPORT QUARTIER";"Système";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Jamais";0;"Jamais visité";"Non"
"zBi34BF7";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-30;"Actif";1;1000;0;0;100052.62;2020-07-14;2.07001166666667;13.5587266666667;"CITÉ_SONUCI";"Visites";"NIAMEY";"Urbain";"Petit Marché 2";"Petit Marché";"Niamey";"Oui";38260;"A maintenu son statut";"Oui"
"zBi34BF7";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;2020-08-24;"Actif";1;29000;1;12000;13192.12;2020-08-11;2.06714166666667;13.55141;"ECOLE PRIMAIRE SONUCI";"Visites";"NIAMEY";"Urbain";"Petit Marché 2";"Petit Marché";"Niamey";"Oui";23339;"A maintenu son statut";"Oui"
"jANksfUU";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-05-07;"Inactif récent";85;2020-05-07;2020-05-07;"Inactif récent";0;0;0;0;168.5;1970-01-01;2.13108312;13.53459803;"RIMBO COURANT NORD";"Système";"NIAMEY";"Urbain";"Grand Marché 1";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"jANksfUU";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-05-07;"Inactif âgé";109;2020-05-07;2020-05-07;"Inactif âgé";0;0;0;0;168.5;1970-01-01;2.17766;13.53314;"NIAMEY 2000 SAGA FANDOU";"Système";"NIAMEY";"Urbain";"Wadata 1";"Wadata";"Niamey";"Jamais";0;"Jamais visité";"Non"
"w1DRKz3S";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-24;"Actif";7;2020-07-24;2020-07-23;"Actif";0;0;0;0;83258.09;1970-01-01;2.09773374;13.51481508;"AFFAIRES ETRANGERES";"Système";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Jamais";11577;"Jamais visité";"Oui"
"w1DRKz3S";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-07-24;2020-08-24;"Actif";0;0;1;40000;212163.09;2020-08-10;2.100805;13.514315;"COOPERATION";"Visites";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Oui";1905;"A maintenu son statut";"Oui"
"PwVwbyqI";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-23;"Actif";8;2020-07-23;2020-06-04;"Actif";0;0;0;0;10255;2020-07-30;7.99161666666667;16.9717933333333;"AGADEZ MOOV OLD VILLE";"Visites";"AGADEZ";"Urbain";"Agadez 5";"Sud";"Agadez";"Oui";90;"A maintenu son statut";"Non"
"PwVwbyqI";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;2020-08-24;"Actif";1;9500;1;5000;1887;2020-07-30;7.99161666666667;16.9717933333333;"AGADEZ MOOV OLD VILLE";"Visites";"AGADEZ";"Urbain";"Agadez 5";"Sud";"Agadez";"Non";332;"Non visité";"Non"
"VOUI8esd";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-24;"Actif";7;2020-07-24;2020-07-24;"Actif";0;0;0;0;12.5;1970-01-01;2.16241264;13.50461482;"NIAMEY2000_BASSORA";"Système";"NIAMEY";"Urbain";"Wadata 1";"Wadata";"Niamey";"Jamais";13;"Jamais visité";"Non"
"VOUI8esd";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-24;"Inactif récent";31;2020-07-24;2020-07-24;"Inactif récent";0;0;0;0;12.5;2020-08-20;2.16200166666667;13.5038533333333;"NIAMEY2000_BASSORA";"Visites";"NIAMEY";"Urbain";"Wadata 1";"Wadata";"Niamey";"Oui";0;"N'a pas réagi";"Non"
"jcufwS20";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;1970-01-01;"Actif";0;0;0;0;63185;1970-01-01;2.13031619;13.50400826;"RADIO KAKAKI";"Système";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Jamais";13685;"Jamais visité";"Oui"
"jcufwS20";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;1970-01-01;"Actif";1;192000;0;0;6455;1970-01-01;2.13031619;13.50400826;"RADIO KAKAKI";"Système";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Jamais";3270;"Jamais visité";"Oui"
"RPBjoAYx";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;1970-01-01;"Actif";0;0;0;0;1855.5;1970-01-01;2.06757571;13.49550096;"ROUTE TORODI MOOV";"Système";"NIAMEY";"Urbain";"Haro Banda 4";"Haro Banda";"Niamey";"Jamais";10146;"Jamais visité";"Oui"
"RPBjoAYx";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-20;"Actif";4;2020-08-20;1970-01-01;"Actif";0;0;0;0;553;1970-01-01;2.06757571;13.49550096;"ROUTE TORODI MOOV";"Système";"NIAMEY";"Urbain";"Haro Banda 4";"Haro Banda";"Niamey";"Jamais";3448;"Jamais visité";"Oui"
"3sUMvCKu";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;2020-07-18;"Actif";0;0;0;0;18.6;1970-01-01;2.0875761;13.55197424;"BOBIEL MOOV";"Système";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Jamais";1442;"Jamais visité";"Oui"
"3sUMvCKu";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-17;"Actif";7;2020-08-17;2020-07-18;"Actif";0;0;0;0;174.6;2020-08-07;2.08783333333333;13.55139;"BOBIEL MOOV";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";756;"A maintenu son statut";"Non"
"8dITca7t";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;3505.5;2020-07-29;2.09442166666667;13.5653183333333;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";10344;"A maintenu son statut";"Oui"
"8dITca7t";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";8;2020-08-16;2020-08-14;"Actif";0;0;0;0;361;2020-07-29;2.09442166666667;13.5653183333333;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Non";155;"Non visité";"Non"
"4sikwE6i";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;2020-06-22;"Actif";0;0;0;0;162.5;1970-01-01;2.09227778;13.56069444;"BOBIEL_AIRTEL";"Système";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Jamais";150;"Jamais visité";"Non"
"4sikwE6i";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-28;"Futur inactif";27;2020-07-28;2020-06-22;"Futur inactif";0;0;0;0;162.5;1970-01-01;2.96046714;13.28803389;"KIOTA";"Système";"KIOTA";"Rural";"Birni N'Gaouré";"Centre";"Dosso";"Jamais";0;"Jamais visité";"Non"
"kQPub5DR";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-23;"Actif";1;2020-08-23;2020-08-08;"Actif";0;0;0;0;45860;1970-01-01;2.06469874;13.54143798;"KOUARAKANO NIGELEC";"Système";"NIAMEY";"Urbain";"Petit Marché 1";"Petit Marché";"Niamey";"Jamais";1860;"Jamais visité";"Oui"
"Un99GcP6";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-18;"Actif";13;2020-07-18;2020-07-03;"Actif";0;0;0;0;43;1970-01-01;3.1904;13.0544;"DOSSO_ECOLE KOIRA TEGUI";"Système";"DOSSO";"Urbain";"Dosso 1";"Centre";"Dosso";"Jamais";2161;"Jamais visité";"Oui"
"Un99GcP6";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-07-18;"Inactif récent";37;2020-07-18;2020-07-03;"Inactif récent";0;0;0;0;43;1970-01-01;3.1904;13.0544;"DOSSO_ECOLE KOIRA TEGUI";"Système";"DOSSO";"Urbain";"Dosso 1";"Centre";"Dosso";"Jamais";0;"Jamais visité";"Non"
"HDgerXWJ";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-17;"Actif";14;2020-07-17;1970-01-01;"Actif";0;0;0;0;988;2020-07-16;2.138575;13.4735133333333;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Oui";2213;"A maintenu son statut";"Oui"
"HDgerXWJ";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-20;"Actif";4;2020-08-20;1970-01-01;"Actif";0;0;0;0;784;2020-08-20;2.13848833333333;13.473495;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Oui";1296;"A maintenu son statut";"Oui"
"TQCLr0sV";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;1970-01-01;"Actif";5;154700;0;0;37;2020-07-30;2.10189666666667;13.5581666666667;"CITÉ CHINOISE";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";12832;"A maintenu son statut";"Oui"
"TQCLr0sV";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-21;"Actif";3;2020-08-21;1970-01-01;"Actif";0;0;0;0;17878;2020-07-30;2.10189666666667;13.5581666666667;"CITÉ CHINOISE";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Non";11941;"Non visité";"Oui"
"stPyxWKC";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-24;"Actif";0;0;0;0;94541.9;1970-01-01;2.09805556;13.53805556;"ORTN_AIRTEL";"Système";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Jamais";10485;"Jamais visité";"Oui"
"stPyxWKC";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-24;"Actif";0;2020-08-24;2020-07-24;"Actif";5;26500;0;0;923.9;1970-01-01;2.09805556;13.53805556;"ORTN_AIRTEL";"Système";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Jamais";4582;"Jamais visité";"Oui"
"jIzF0iF7";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-14;"Actif";17;2020-07-14;2020-07-13;"Actif";0;0;0;0;98;2020-07-23;2.05555;13.5731166666667;"CITÉ DE LA RENAISSANCE";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Oui";4113;"A maintenu son statut";"Oui"
"jIzF0iF7";2020-08-01;2020-08-24;"Retailer";"Indirect";"PDV";2020-08-17;"Actif";7;2020-08-17;2020-08-14;"Actif";0;0;0;0;148.65;2020-07-23;2.05555;13.5731166666667;"CITÉ DE LA RENAISSANCE";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Non";366;"Non visité";"Non"
