"POS";"MONTH";"DATE";"POS_CAT";"POS_CHANNEL";"POS_GROUP";"LAST_TR_DATE";"POS_STATUS";"INACTIVITY_DAYS";"LAST_CI_DATE";"LAST_CO_DATE";"CASH_IN_OUT_STATUS";"CASH_IN_CNT";"CASH_IN_AMNT";"CASH_OUT_CNT";"CASH_OUT_AMNT";"BALANCE";"LAST_VISITE_DATE";"LONGITUDE";"LATITUDE";"SITE";"LOCALISATION";"LOCALITE";"MILIEU";"SECTEUR";"ZONE";"DACR";"VISITE";"COMMISSIONS_AMNT";"IMPACT_VISITE";"COMMISSION_PERF"
"hGIhtuCd";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-25;2020-07-30;"Actif";0;0;0;0;10258.2;1970-01-01;8.98863;13.84394;"ZINDER UNIV";"Système";"ZINDER";"Urbain";"Zinder 3";"Centre";"Zinder";"Jamais";8041;"Jamais visité";"Oui"
"hGIhtuCd";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-12;2020-08-16;"Actif";0;0;2;9500;9703.7;1970-01-01;8.98863;13.84394;"ZINDER UNIV";"Système";"ZINDER";"Urbain";"Zinder 3";"Centre";"Zinder";"Jamais";103;"Jamais visité";"Non"
"Xf139Ken";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-21;"Actif";10;2020-07-21;1970-01-01;"Actif";0;0;0;0;98.25;1970-01-01;2.12033649;13.56213667;"LAZARET NORD FAISCEAU";"Système";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Jamais";505;"Jamais visité";"Non"
"Xf139Ken";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-21;"Futur inactif";26;2020-07-21;1970-01-01;"Futur inactif";0;0;0;0;98.25;1970-01-01;2.12033649;13.56213667;"LAZARET NORD FAISCEAU";"Système";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Jamais";0;"Jamais visité";"Non"
"2Xqra2CO";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-29;"Inactif récent";32;2020-06-29;2020-06-29;"Inactif récent";0;0;0;0;69;2020-07-29;3.19493833333333;13.05099;"DOSSO_SAMARIA_OUDOUN_KOUKOU";"Visites";"DOSSO";"Urbain";"Dosso 2";"Centre";"Dosso";"Oui";0;"N'a pas réagi";"Non"
"2Xqra2CO";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-06-29;"Inactif récent";48;2020-06-29;2020-06-29;"Inactif récent";0;0;0;0;69;2020-07-29;3.19493833333333;13.05099;"DOSSO_SAMARIA_OUDOUN_KOUKOU";"Visites";"DOSSO";"Urbain";"Dosso 2";"Centre";"Dosso";"Non";0;"Non visité";"Non"
"IVzYLqYW";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;1970-01-01;"Actif";0;0;0;0;11404;1970-01-01;2.2045;13.45711;"AÉROPORT CHÂTEAU";"Système";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Jamais";415;"Jamais visité";"Non"
"IVzYLqYW";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;2020-08-11;"Actif";0;0;0;0;28.5;1970-01-01;2.2045;13.45711;"AÉROPORT CHÂTEAU";"Système";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Jamais";1075;"Jamais visité";"Oui"
"dncyInEU";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-29;2020-07-30;"Actif";0;0;0;0;20130;2020-07-30;2.09642833333333;13.5649066666667;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";593;"A maintenu son statut";"Non"
"dncyInEU";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-15;2020-08-15;"Actif";0;0;0;0;13014.5;2020-08-10;2.09821833333333;13.5650316666667;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";345;"A maintenu son statut";"Non"
"t8kjwxGF";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-19;"Actif";12;2020-07-19;2020-04-19;"Actif";0;0;0;0;107121;1970-01-01;2.11525049;13.51793354;"BANQUE ATLANTIQUE";"Système";"NIAMEY";"Urbain";"Grand Marché 4";"Grand Marché";"Niamey";"Jamais";14395;"Jamais visité";"Oui"
"t8kjwxGF";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-04-19;"Actif";1;20000;0;0;117121;1970-01-01;2.11525049;13.51793354;"BANQUE ATLANTIQUE";"Système";"NIAMEY";"Urbain";"Grand Marché 4";"Grand Marché";"Niamey";"Jamais";300;"Jamais visité";"Non"
"vPTK2d2o";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-29;"Actif";2;2020-07-29;2020-07-06;"Actif";0;0;0;0;328.11;2020-07-29;2.12730666666667;13.5807283333333;"CITÉ_DÉPUTÉ";"Visites";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Oui";1739;"A maintenu son statut";"Oui"
"vPTK2d2o";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-07;"Actif";9;2020-08-07;2020-07-06;"Actif";0;0;0;0;24.11;2020-08-13;2.12733166666667;13.5807533333333;"CITÉ_DÉPUTÉ";"Visites";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Oui";5;"A maintenu son statut";"Non"
"R83rcBNL";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-05-20;"Actif";0;0;0;0;14686.14;1970-01-01;2.13934952;13.51258359;"PNA AL OUMA SIEGE";"Système";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Jamais";768;"Jamais visité";"Non"
"R83rcBNL";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-08-14;2020-05-20;"Actif";0;0;0;0;8996.65;1970-01-01;2.14565235;13.52003723;"EGLISE GARBADO";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";462;"Jamais visité";"Non"
"4GaTRMXI";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-20;"Actif";2;15500;0;0;218493.5;1970-01-01;2.07693655;13.53830996;"CIMETIERE YANTALA";"Système";"NIAMEY";"Urbain";"Petit Marché 5";"Petit Marché";"Niamey";"Jamais";237197;"Jamais visité";"Oui"
"4GaTRMXI";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-07;"Actif";9;1307500;0;0;1042889.25;1970-01-01;2.07693655;13.53830996;"CIMETIERE YANTALA";"Système";"NIAMEY";"Urbain";"Petit Marché 5";"Petit Marché";"Niamey";"Jamais";70165;"Jamais visité";"Oui"
"O4fcvyKx";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-15;"Actif";16;2020-07-15;2020-06-08;"Actif";0;0;0;0;128.8;2020-07-16;2.13862;13.474295;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Oui";120;"A maintenu son statut";"Non"
"O4fcvyKx";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-10;"Actif";6;2020-08-10;2020-06-08;"Actif";0;0;0;0;648.8;2020-07-16;2.13862;13.474295;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Non";20;"Non visité";"Non"
"UgILFTzN";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-21;"Actif";10;2020-07-21;2020-07-21;"Actif";0;0;0;0;9695.15;1970-01-01;2.07595567;13.56736499;"CENTRE_AERE_BCEAO";"Système";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Jamais";200;"Jamais visité";"Non"
"UgILFTzN";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-09;"Actif";7;2020-08-09;2020-08-09;"Actif";0;0;0;0;49555.15;2020-08-10;2.071495;13.5683516666667;"CENTRE_AERE_BCEAO";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Oui";860;"A maintenu son statut";"Non"
"1Sy4Lsi6";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-27;"Actif";4;2020-07-27;2020-07-27;"Actif";0;0;0;0;37.5;2020-07-27;2.09222666666667;13.5781983333333;"TCHANGAREY";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Oui";25;"N'a pas réagi";"Non"
"1Sy4Lsi6";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-27;"Actif";20;2020-07-27;2020-07-27;"Actif";0;0;0;0;37.5;2020-07-27;2.09222666666667;13.5781983333333;"TCHANGAREY";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Non";0;"Non visité";"Non"
"0jpW223R";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-31;"Actif";8;86800;2;51000;19785.64;2020-07-13;2.14072;13.526195;"ARENE DE LUTTE";"Visites";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Oui";88435;"A maintenu son statut";"Oui"
"0jpW223R";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";9;143750;1;37000;102708.14;2020-08-12;2.14013833333333;13.5258366666667;"ARENE DE LUTTE";"Visites";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Oui";24879;"A maintenu son statut";"Oui"
"eAl0yzcL";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-30;"Actif";1;1000;0;0;4774.36;2020-07-21;2.09992666666667;13.5345283333333;"CALL CENTER NODAL";"Visites";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Oui";65740;"A maintenu son statut";"Oui"
"eAl0yzcL";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-15;2020-08-14;"Actif";0;0;0;0;52860.11;2020-08-13;2.09916666666667;13.5243566666667;"CALL CENTER NODAL";"Visites";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Oui";26195;"A maintenu son statut";"Oui"
"wL5LsmoM";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-12;"Actif";19;2020-07-12;2020-07-12;"Actif";0;0;0;0;32.5;1970-01-01;2.93789649;13.7778255;"BALEYARA";"Système";"BALEYARA";"Rural";"Baleyara";"Est";"Tillaberi";"Jamais";14;"Jamais visité";"Non"
"wL5LsmoM";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-11;"Actif";5;2020-08-11;2020-08-11;"Actif";0;0;0;0;45;2020-08-11;2.951285;13.7834666666667;"BALEYARA";"Visites";"BALEYARA";"Rural";"Baleyara";"Est";"Tillaberi";"Oui";13;"A maintenu son statut";"Non"
"pDaYnXrS";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-08;"Futur inactif";23;2020-07-08;1970-01-01;"Futur inactif";0;0;0;0;26;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";1;"Jamais visité";"Non"
"pDaYnXrS";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-08;"Inactif récent";39;2020-07-08;1970-01-01;"Inactif récent";0;0;0;0;26;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";0;"Jamais visité";"Non"
"hatbSHOk";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-05-18;"Actif";0;0;0;0;3044.75;1970-01-01;2.11036212;13.51304292;"PETIT MARCHE";"Système";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Jamais";22980;"Jamais visité";"Oui"
"hatbSHOk";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;2020-08-05;"Actif";0;0;0;0;294.75;1970-01-01;2.11036212;13.51304292;"PETIT MARCHE";"Système";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Jamais";12250;"Jamais visité";"Oui"
"WshWdvup";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-05-02;"Inactif âgé";90;2020-05-02;1970-01-01;"Inactif âgé";0;0;0;0;174.5;1970-01-01;2.14066489;13.54258758;"BANIFANDOU COCORBADO2";"Système";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"WshWdvup";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-05-02;"Inactif âgé";106;2020-05-02;1970-01-01;"Inactif âgé";0;0;0;0;174.5;2020-08-12;2.14146166666667;13.54218;"BANIFANDOU COCORBADO2";"Visites";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Oui";0;"N'a pas réagi";"Non"
"C9G4dMK3";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-18;"Actif";13;2020-07-18;2020-07-17;"Actif";0;0;0;0;40884.5;1970-01-01;0.75998541;14.00450028;"TERA";"Système";"TERA";"Urbain";"Téra";"Ouest";"Tillaberi";"Jamais";18384;"Jamais visité";"Oui"
"C9G4dMK3";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-18;"Futur inactif";29;2020-07-18;2020-07-17;"Futur inactif";0;0;0;0;40884.5;1970-01-01;0.75998541;14.00450028;"TERA";"Système";"TERA";"Urbain";"Téra";"Ouest";"Tillaberi";"Jamais";0;"Jamais visité";"Non"
"zG4VEVmn";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;1970-01-01;"Actif";0;0;0;0;1079.05;1970-01-01;5.287222;14.886167;"ECOLE CHEIK HAMDAN";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";12376;"Jamais visité";"Oui"
"zG4VEVmn";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-12;"Actif";4;2020-08-12;1970-01-01;"Actif";0;0;0;0;45501.69;1970-01-01;5.287222;14.886167;"ECOLE CHEIK HAMDAN";"Système";"TAHOUA";"Urbain";"Tahoua 3";"Centre";"Tahoua";"Jamais";4088;"Jamais visité";"Oui"
"DCapPK7l";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-29;"Actif";0;0;0;0;44722.65;1970-01-01;2.12841039;13.54533896;"CITE CAISSE";"Système";"NIAMEY";"Urbain";"Nord 4";"Nord";"Niamey";"Jamais";9102;"Jamais visité";"Oui"
"DCapPK7l";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-15;"Actif";7;16600;0;0;52520.4;2020-08-12;2.12644;13.5416533333333;"CITE CAISSE";"Visites";"NIAMEY";"Urbain";"Nord 4";"Nord";"Niamey";"Oui";7169;"A maintenu son statut";"Oui"
"IvZzbbjP";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-09;"Actif";0;0;0;0;55;1970-01-01;2.18196536;13.46889294;"AEROPORT QUARTIER";"Système";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Jamais";55;"Jamais visité";"Non"
"IvZzbbjP";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";17;2020-07-30;2020-07-09;"Actif";0;0;0;0;55;1970-01-01;2.18196536;13.46889294;"AEROPORT QUARTIER";"Système";"NIAMEY";"Urbain";"Wadata 5";"Wadata";"Niamey";"Jamais";0;"Jamais visité";"Non"
"0oLDWZgv";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-30;"Actif";1;1000;0;0;100052.62;2020-07-14;2.07001166666667;13.5587266666667;"CITÉ_SONUCI";"Visites";"NIAMEY";"Urbain";"Petit Marché 2";"Petit Marché";"Niamey";"Oui";38260;"A maintenu son statut";"Oui"
"0oLDWZgv";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";4;72000;1;500;13410.62;2020-08-11;2.06714166666667;13.55141;"CITÉ_SONUCI";"Visites";"NIAMEY";"Urbain";"Petit Marché 2";"Petit Marché";"Niamey";"Oui";15571;"A maintenu son statut";"Oui"
"rPurzyXK";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-05-07;"Inactif récent";85;2020-05-07;2020-05-07;"Inactif récent";0;0;0;0;168.5;1970-01-01;2.13108312;13.53459803;"RIMBO COURANT NORD";"Système";"NIAMEY";"Urbain";"Grand Marché 1";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"rPurzyXK";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-05-07;"Inactif âgé";101;2020-05-07;2020-05-07;"Inactif âgé";0;0;0;0;168.5;1970-01-01;2.17766;13.53314;"NIAMEY 2000 SAGA FANDOU";"Système";"NIAMEY";"Urbain";"Wadata 1";"Wadata";"Niamey";"Jamais";0;"Jamais visité";"Non"
"ZSvj6Typ";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-24;"Actif";7;2020-07-24;2020-07-23;"Actif";0;0;0;0;83258.09;1970-01-01;2.09773374;13.51481508;"AFFAIRES ETRANGERES";"Système";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Jamais";11577;"Jamais visité";"Oui"
"ZSvj6Typ";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-04;"Actif";12;2020-07-24;2020-08-04;"Actif";0;0;0;0;114723.09;2020-08-10;2.100805;13.514315;"COOPERATION";"Visites";"NIAMEY";"Urbain";"Petit Marché 4";"Petit Marché";"Niamey";"Oui";465;"A maintenu son statut";"Non"
"8gwmuhGo";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-23;"Actif";8;2020-07-23;2020-06-04;"Actif";0;0;0;0;10255;2020-07-30;7.99161666666667;16.9717933333333;"AGADEZ MOOV OLD VILLE";"Visites";"AGADEZ";"Urbain";"Agadez 5";"Sud";"Agadez";"Oui";90;"A maintenu son statut";"Non"
"8gwmuhGo";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-03;"Actif";13;2020-08-03;2020-06-04;"Actif";0;0;0;0;157;2020-07-30;7.99161666666667;16.9717933333333;"AGADEZ MOOV OLD VILLE";"Visites";"AGADEZ";"Urbain";"Agadez 5";"Sud";"Agadez";"Non";102;"Non visité";"Non"
"3LpnvwQA";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-24;"Actif";7;2020-07-24;2020-07-24;"Actif";0;0;0;0;12.5;1970-01-01;2.16241264;13.50461482;"NIAMEY2000_BASSORA";"Système";"NIAMEY";"Urbain";"Wadata 1";"Wadata";"Niamey";"Jamais";13;"Jamais visité";"Non"
"3LpnvwQA";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-24;"Futur inactif";23;2020-07-24;2020-07-24;"Futur inactif";0;0;0;0;12.5;2020-08-12;2.16229166666667;13.50378;"NIAMEY2000_BASSORA";"Visites";"NIAMEY";"Urbain";"Wadata 1";"Wadata";"Niamey";"Oui";0;"N'a pas réagi";"Non"
"wibb6iYn";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;1970-01-01;"Actif";0;0;0;0;63185;1970-01-01;2.13031619;13.50400826;"RADIO KAKAKI";"Système";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Jamais";13685;"Jamais visité";"Oui"
"wibb6iYn";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;1970-01-01;"Actif";0;0;0;0;4535;1970-01-01;2.13031619;13.50400826;"RADIO KAKAKI";"Système";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Jamais";1350;"Jamais visité";"Oui"
"LruZ7Xid";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;1970-01-01;"Actif";0;0;0;0;1855.5;1970-01-01;2.06757571;13.49550096;"ROUTE TORODI MOOV";"Système";"NIAMEY";"Urbain";"Haro Banda 4";"Haro Banda";"Niamey";"Jamais";10146;"Jamais visité";"Oui"
"LruZ7Xid";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-11;"Actif";5;2020-08-11;1970-01-01;"Actif";0;0;0;0;8;1970-01-01;2.06757571;13.49550096;"ROUTE TORODI MOOV";"Système";"NIAMEY";"Urbain";"Haro Banda 4";"Haro Banda";"Niamey";"Jamais";3403;"Jamais visité";"Oui"
"c4X2X5mz";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;2020-07-18;"Actif";0;0;0;0;18.6;1970-01-01;2.0875761;13.55197424;"BOBIEL MOOV";"Système";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Jamais";1442;"Jamais visité";"Oui"
"c4X2X5mz";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-07-18;"Actif";3;11500;0;0;24.6;2020-08-07;2.08783333333333;13.55139;"BOBIEL MOOV";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";491;"A maintenu son statut";"Non"
"3UTU4Bda";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;3505.5;2020-07-29;2.09442166666667;13.5653183333333;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";10344;"A maintenu son statut";"Oui"
"3UTU4Bda";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-14;"Actif";1;200;0;0;361;2020-07-29;2.09442166666667;13.5653183333333;"BOBIEL_AIRTEL";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Non";118;"Non visité";"Non"
"39ix6ZPq";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;2020-06-22;"Actif";0;0;0;0;162.5;1970-01-01;2.09227778;13.56069444;"BOBIEL_AIRTEL";"Système";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Jamais";150;"Jamais visité";"Non"
"39ix6ZPq";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";19;2020-07-28;2020-06-22;"Actif";0;0;0;0;162.5;1970-01-01;2.09698294;13.58887886;"HOPTAL DE REFERENCE";"Système";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Jamais";0;"Jamais visité";"Non"
"UmIRCfmL";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-15;2020-08-08;"Actif";0;0;0;0;23580;1970-01-01;2.06469874;13.54143798;"KOUARAKANO NIGELEC";"Système";"NIAMEY";"Urbain";"Petit Marché 1";"Petit Marché";"Niamey";"Jamais";1090;"Jamais visité";"Oui"
"829KHc3f";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-18;"Actif";13;2020-07-18;2020-07-03;"Actif";0;0;0;0;43;1970-01-01;3.1904;13.0544;"DOSSO_ECOLE KOIRA TEGUI";"Système";"DOSSO";"Urbain";"Dosso 1";"Centre";"Dosso";"Jamais";2161;"Jamais visité";"Oui"
"829KHc3f";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-18;"Futur inactif";29;2020-07-18;2020-07-03;"Futur inactif";0;0;0;0;43;1970-01-01;2.09797912;13.50115448;"UNIVERSITE";"Système";"NIAMEY";"Urbain";"Haro Banda 2";"Haro Banda";"Niamey";"Jamais";0;"Jamais visité";"Non"
"LiKwTHBt";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-17;"Actif";14;2020-07-17;1970-01-01;"Actif";0;0;0;0;988;2020-07-16;2.138575;13.4735133333333;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Oui";2213;"A maintenu son statut";"Oui"
"LiKwTHBt";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-09;"Actif";7;2020-08-09;1970-01-01;"Actif";0;0;0;0;1724;2020-08-04;2.13857666666667;13.4734966666667;"SAGA_ECOLE";"Visites";"NIAMEY";"Urbain";"Haro Banda 1";"Haro Banda";"Niamey";"Oui";1236;"A maintenu son statut";"Oui"
"ZPunbS3D";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;1970-01-01;"Actif";5;154700;0;0;37;2020-07-30;2.10189666666667;13.5581666666667;"CITÉ CHINOISE";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";12832;"A maintenu son statut";"Oui"
"ZPunbS3D";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-15;1970-01-01;"Actif";0;0;0;0;90148;2020-07-30;2.10189666666667;13.5581666666667;"CITÉ CHINOISE";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Non";11201;"Non visité";"Oui"
"s6izay1X";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-24;"Actif";0;0;0;0;94541.9;1970-01-01;2.09805556;13.53805556;"ORTN_AIRTEL";"Système";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Jamais";10485;"Jamais visité";"Oui"
"s6izay1X";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-07-24;"Actif";1;10000;0;0;30795.9;1970-01-01;2.09805556;13.53805556;"ORTN_AIRTEL";"Système";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Jamais";1454;"Jamais visité";"Oui"
"eCTbLaCU";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-14;"Actif";17;2020-07-14;2020-07-13;"Actif";0;0;0;0;98;2020-07-23;2.05555;13.5731166666667;"CITÉ DE LA RENAISSANCE";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Oui";4113;"A maintenu son statut";"Oui"
"eCTbLaCU";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-07-14;2020-08-14;"Actif";0;0;0;0;14815.5;2020-07-23;2.05555;13.5731166666667;"CITÉ DE LA RENAISSANCE";"Visites";"NIAMEY";"Urbain";"Nord 2";"Nord";"Niamey";"Non";218;"Non visité";"Non"
