"POS";"MONTH";"DATE";"POS_CAT";"POS_CHANNEL";"POS_GROUP";"LAST_TR_DATE";"POS_STATUS";"INACTIVITY_DAYS";"LAST_CI_DATE";"LAST_CO_DATE";"CASH_IN_OUT_STATUS";"CASH_IN_CNT";"CASH_IN_AMNT";"CASH_OUT_CNT";"CASH_OUT_AMNT";"BALANCE";"LAST_VISITE_DATE";"LONGITUDE";"LATITUDE";"SITE";"LOCALISATION";"LOCALITE";"MILIEU";"SECTEUR";"ZONE";"DACR";"VISITE";"COMMISSIONS_AMNT";"IMPACT_VISITE";"COMMISSION_PERF"
"bBJlZ9ii";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-08;"Actif";8;2020-08-08;2020-07-03;"Actif";0;0;0;0;22.7;1970-01-01;8.011167;16.977667;"AGADEZ SABON GARI";"Système";"AGADEZ";"Urbain";"Agadez 2";"Sud";"Agadez";"Jamais";21;"Jamais visité";"Non"
"cGkjf51p";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-27;"Actif";4;2020-07-27;1970-01-01;"Actif";0;0;0;0;5950;2020-07-20;2.08726833333333;13.55403;"BOBIEL MOOV";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Oui";950;"Nouveau PDV visité";"Non"
"cGkjf51p";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-06;"Actif";10;2020-08-06;1970-01-01;"Actif";0;0;0;0;3673;2020-07-20;2.08726833333333;13.55403;"BOBIEL MOOV";"Visites";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Non";23;"Non visité";"Non"
"T0yRwF9n";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-30;"Inactif récent";31;2020-06-30;2020-06-30;"Inactif récent";0;0;0;0;51;1970-01-01;5.9598;14.0712;"MADAOUA_2";"Système";"MADAOUA";"Urbain";"Madaoua";"Sud";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"T0yRwF9n";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-08-14;2020-06-30;"Actif";0;0;0;0;254;1970-01-01;5.9598;14.0712;"MADAOUA_2";"Système";"MADAOUA";"Urbain";"Madaoua";"Sud";"Tahoua";"Jamais";3;"Jamais visité";"Non"
"sGXZxerK";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-24;"Inactif récent";37;2020-06-24;2020-05-31;"Inactif récent";0;0;0;0;3877.5;2020-07-22;4.04569166666667;13.8503233333333;"BAGAGI";"Visites";"BAGAGI";"Rural";"Doutchi 2";"Est";"Dosso";"Oui";0;"N'a pas réagi";"Non"
"sGXZxerK";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-06-24;"Inactif récent";53;2020-06-24;2020-05-31;"Inactif récent";0;0;0;0;3877.5;2020-08-10;4.04587;13.8506916666667;"BAGAGI";"Visites";"BAGAGI";"Rural";"Doutchi 2";"Est";"Dosso";"Oui";0;"N'a pas réagi";"Non"
"wHJwCmmN";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-30;"Actif";6;15000;0;0;188854.06;1970-01-01;7.1081302;13.49763452;"MARADI 601";"Système";"MARADI";"Urbain";"Maradi 2";"Sud";"Maradi";"Jamais";24576;"Jamais visité";"Oui"
"wHJwCmmN";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";6;15500;1;10000;317587.06;1970-01-01;7.1081302;13.49763452;"MARADI 601";"Système";"MARADI";"Urbain";"Maradi 2";"Sud";"Maradi";"Jamais";6413;"Jamais visité";"Oui"
"PTy9oTQn";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-24;"Actif";7;2020-07-24;1970-01-01;"Actif";0;0;0;0;12134;1970-01-01;8.98060931;13.81289183;"ZINDER 800";"Système";"ZINDER";"Urbain";"Zinder 3";"Centre";"Zinder";"Jamais";410;"Jamais visité";"Non"
"PTy9oTQn";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-07;"Actif";9;2020-08-07;1970-01-01;"Actif";0;0;0;0;749;1970-01-01;7.3841;18.7369;"ARLIT HQ_AIRTEL";"Système";"ARLIT";"Urbain";"Arlit 2";"Nord";"Agadez";"Jamais";115;"Jamais visité";"Non"
"w4EAaHrM";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-01;"Inactif récent";60;2020-06-01;1970-01-01;"Inactif récent";0;0;0;0;10.25;1970-01-01;5.25593499;14.88392984;"TAHOUA 701";"Système";"TAHOUA";"Urbain";"Tahoua 4";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"w4EAaHrM";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-06-01;"Inactif récent";76;2020-06-01;1970-01-01;"Inactif récent";0;0;0;0;10.25;1970-01-01;5.25734167;14.87593612;"TAHOUA AEROPORT";"Système";"TAHOUA";"Urbain";"Tahoua 4";"Centre";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"O25ABTAd";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-04;"Futur inactif";27;2020-07-04;2020-07-04;"Futur inactif";0;0;0;0;31;2020-07-17;6.76579333333333;14.5000383333333;"DAKORO";"Visites";"DAKORO";"Urbain";"Dakoro";"Nord";"Maradi";"Oui";3;"N'a pas réagi";"Non"
"O25ABTAd";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-07;"Actif";9;2020-08-07;2020-08-07;"Actif";0;0;0;0;33.5;2020-08-13;6.76525833333333;14.4998;"DAKORO";"Visites";"DAKORO";"Urbain";"Dakoro";"Nord";"Maradi";"Oui";3;"A réagi";"Non"
"3JdztuP8";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;1970-01-01;"Actif";1;27000;0;0;3379.4;1970-01-01;7.1081302;13.49763452;"MARADI 601";"Système";"MARADI";"Urbain";"Maradi 2";"Sud";"Maradi";"Jamais";1333;"Jamais visité";"Oui"
"3JdztuP8";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;2020-08-01;"Actif";0;0;0;0;164.9;1970-01-01;7.1081302;13.49763452;"MARADI 601";"Système";"MARADI";"Urbain";"Maradi 2";"Sud";"Maradi";"Jamais";961;"Jamais visité";"Non"
"MZBi4fWU";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-20;"Actif";11;2020-07-20;2020-07-20;"Actif";0;0;0;0;88.1;2020-07-28;7.7787451;13.5038847333333;"AGUIE";"Visites";"AGUIE";"Urbain";"Aguié";"Est";"Maradi";"Oui";4;"A maintenu son statut";"Non"
"MZBi4fWU";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-20;"Futur inactif";27;2020-07-20;2020-07-20;"Futur inactif";0;0;0;0;88.1;2020-08-10;7.77738418333333;13.5036905833333;"AGUIE";"Visites";"AGUIE";"Urbain";"Aguié";"Est";"Maradi";"Oui";0;"N'a pas réagi";"Non"
"11s1dCUM";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-03-13;"Inactif âgé";140;2020-03-13;2020-03-11;"Inactif âgé";0;0;0;0;9.75;1970-01-01;9.00422;13.80363;"ZINDER NASSARAWA IDI";"Système";"ZINDER";"Urbain";"Zinder 2";"Centre";"Zinder";"Jamais";0;"Jamais visité";"Non"
"11s1dCUM";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-03-13;"Inactif âgé";156;2020-03-13;2020-03-11;"Inactif âgé";0;0;0;0;9.75;1970-01-01;9.00422;13.80363;"ZINDER NASSARAWA IDI";"Système";"ZINDER";"Urbain";"Zinder 2";"Centre";"Zinder";"Jamais";0;"Jamais visité";"Non"
"JYsd1N0q";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;2020-06-28;"Actif";0;0;0;0;10351.25;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";2220;"Jamais visité";"Oui"
"JYsd1N0q";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-06;"Actif";10;2020-08-06;2020-06-28;"Actif";0;0;0;0;1691.25;1970-01-01;2.14080371;13.52191935;"ARENE DE LUTTE";"Système";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Jamais";340;"Jamais visité";"Non"
"SwqijkEw";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-31;"Actif";1;5000;2;11000;6306.59;1970-01-01;2.07693655;13.53830996;"CIMETIERE YANTALA";"Système";"NIAMEY";"Urbain";"Petit Marché 5";"Petit Marché";"Niamey";"Jamais";290765;"Jamais visité";"Oui"
"SwqijkEw";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";43;2620550;6;70000;94999.09;1970-01-01;2.07693655;13.53830996;"CIMETIERE YANTALA";"Système";"NIAMEY";"Urbain";"Petit Marché 5";"Petit Marché";"Niamey";"Jamais";164533;"Jamais visité";"Oui"
"YHGmNBki";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;228925.05;1970-01-01;3.19471984;13.04394917;"DOSSO 500";"Système";"DOSSO";"Urbain";"Dosso 2";"Centre";"Dosso";"Jamais";239002;"Jamais visité";"Oui"
"YHGmNBki";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-08-16;"Actif";4;9900;6;260300;30488.55;1970-01-01;3.19471984;13.04394917;"DOSSO 500";"Système";"DOSSO";"Urbain";"Dosso 2";"Centre";"Dosso";"Jamais";71684;"Jamais visité";"Oui"
"mtte7GVP";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;1970-01-01;"Actif";0;0;0;0;51.41;1970-01-01;2.12841039;13.54533896;"CITE CAISSE";"Système";"NIAMEY";"Urbain";"Nord 4";"Nord";"Niamey";"Jamais";5565;"Jamais visité";"Oui"
"mtte7GVP";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;1970-01-01;"Actif";2;2200;0;0;6065.91;1970-01-01;2.12841039;13.54533896;"CITE CAISSE";"Système";"NIAMEY";"Urbain";"Nord 4";"Nord";"Niamey";"Jamais";2423;"Jamais visité";"Oui"
"9j60DA0D";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-04-15;"Inactif âgé";107;2020-04-15;1970-01-01;"Inactif âgé";0;0;0;0;95.93;1970-01-01;7.11972132;13.41437484;"SAFO OUBANDAWAKI";"Système";"SAFO OUBANDAWAKI";"Rural";"Madarounfa";"Sud";"Maradi";"Jamais";0;"Jamais visité";"Non"
"9j60DA0D";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-04-15;"Inactif âgé";123;2020-04-15;1970-01-01;"Inactif âgé";0;0;0;0;95.93;1970-01-01;7.11972132;13.41437484;"SAFO OUBANDAWAKI";"Système";"SAFO OUBANDAWAKI";"Rural";"Madarounfa";"Sud";"Maradi";"Jamais";0;"Jamais visité";"Non"
"T45OppIt";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-04-26;"Inactif âgé";96;2020-04-26;2020-04-26;"Inactif âgé";0;0;0;0;174.5;2020-07-26;7.99141;16.9716266666667;"AGADEZ MOOV OLD VILLE";"Visites";"AGADEZ";"Urbain";"Agadez 5";"Sud";"Agadez";"Oui";0;"N'a pas réagi";"Non"
"T45OppIt";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-04-26;"Inactif âgé";112;2020-04-26;2020-04-26;"Inactif âgé";0;0;0;0;174.5;2020-07-26;7.99141;16.9716266666667;"AGADEZ MOOV OLD VILLE";"Visites";"AGADEZ";"Urbain";"Agadez 5";"Sud";"Agadez";"Non";0;"Non visité";"Non"
"ttofyFUI";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-27;"Actif";4;2020-07-27;1970-01-01;"Actif";0;0;0;0;6550;1970-01-01;2.09845;13.574986;"FRANCOPHONIE_MOOV";"Système";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Jamais";1405;"Jamais visité";"Oui"
"ttofyFUI";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-07;"Actif";9;2020-08-07;1970-01-01;"Actif";0;0;0;0;5930;1970-01-01;2.09845;13.574986;"FRANCOPHONIE_MOOV";"Système";"NIAMEY";"Urbain";"Nord 1";"Nord";"Niamey";"Jamais";380;"Jamais visité";"Non"
"kJAaN3gP";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-31;"Actif";0;2020-07-31;2020-07-07;"Actif";3;11500;0;0;2965.43;1970-01-01;7.10759723;13.47256389;"MARADI BOURJA";"Système";"MARADI";"Urbain";"Maradi 1";"Sud";"Maradi";"Jamais";1295;"Jamais visité";"Oui"
"kJAaN3gP";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-07;"Actif";9;2020-08-07;2020-07-07;"Actif";0;0;0;0;79.36;1970-01-01;7.10759723;13.47256389;"MARADI BOURJA";"Système";"MARADI";"Urbain";"Maradi 1";"Sud";"Maradi";"Jamais";1256;"Jamais visité";"Oui"
"IM66TsFq";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-21;"Actif";10;2020-07-21;2020-07-21;"Actif";0;0;0;0;235.11;1970-01-01;2.14651;13.5441;"TOURBINANI_AIRTEL";"Système";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Jamais";2652;"Jamais visité";"Oui"
"IM66TsFq";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-16;"Actif";0;2020-08-16;2020-07-21;"Actif";3;35500;0;0;90.11;1970-01-01;2.14066489;13.54258758;"BANIFANDOU COCORBADO2";"Système";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"527jdCgA";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-23;"Actif";0;0;0;0;262.62;1970-01-01;2.09971124;13.53200075;"CALL CENTER NODAL";"Système";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Jamais";754;"Jamais visité";"Non"
"527jdCgA";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-01;"Actif";15;2020-08-01;2020-07-23;"Actif";0;0;0;0;0.27;1970-01-01;2.09971124;13.53200075;"CALL CENTER NODAL";"Système";"NIAMEY";"Urbain";"Petit Marché 3";"Petit Marché";"Niamey";"Jamais";3;"Jamais visité";"Non"
"U5exucm1";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-20;"Actif";11;2020-07-20;2020-05-22;"Actif";0;0;0;0;128.98;1970-01-01;7.985333;16.9785;"AGADEZ ELEVAGE";"Système";"AGADEZ";"Urbain";"Agadez 4";"Sud";"Agadez";"Jamais";128;"Jamais visité";"Non"
"U5exucm1";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-03;"Actif";13;2020-08-03;2020-05-22;"Actif";0;0;0;0;828.98;1970-01-01;7.985333;16.9785;"AGADEZ ELEVAGE";"Système";"AGADEZ";"Urbain";"Agadez 4";"Sud";"Agadez";"Jamais";700;"Jamais visité";"Non"
"b1SsECtB";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-25;"Actif";6;2020-07-25;1970-01-01;"Actif";0;0;0;0;609.1;1970-01-01;9.00422;13.80363;"ZINDER NASSARAWA IDI";"Système";"ZINDER";"Urbain";"Zinder 2";"Centre";"Zinder";"Jamais";2531;"Jamais visité";"Oui"
"b1SsECtB";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-08-14;1970-01-01;"Actif";0;0;0;0;614.1;1970-01-01;9.00422;13.80363;"ZINDER NASSARAWA IDI";"Système";"ZINDER";"Urbain";"Zinder 2";"Centre";"Zinder";"Jamais";505;"Jamais visité";"Non"
"RxegRDPq";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-05-26;"Actif";0;0;0;0;141539.79;1970-01-01;2.13289093;13.49207344;"ORIBA FACE";"Système";"NIAMEY";"Urbain";"Wadata 3";"Wadata";"Niamey";"Jamais";7127;"Jamais visité";"Oui"
"RxegRDPq";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-09;"Actif";7;2020-08-09;2020-05-26;"Actif";0;0;0;0;54517.39;1970-01-01;2.14183971;13.49060332;"SITE CENTRAL";"Système";"NIAMEY";"Urbain";"Wadata 3";"Wadata";"Niamey";"Jamais";1738;"Jamais visité";"Oui"
"phqYU4w5";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-21;"Inactif récent";40;2020-06-21;2020-06-21;"Inactif récent";0;0;0;0;177;1970-01-01;2.12161864;13.51494516;"DEUXIEME ARRONDISSEMENT";"Système";"NIAMEY";"Urbain";"Grand Marché 5";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"phqYU4w5";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-06-21;"Inactif récent";56;2020-06-21;2020-06-21;"Inactif récent";0;0;0;0;177;1970-01-01;2.12161864;13.51494516;"DEUXIEME ARRONDISSEMENT";"Système";"NIAMEY";"Urbain";"Grand Marché 5";"Grand Marché";"Niamey";"Jamais";0;"Jamais visité";"Non"
"P0PKctB8";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;467419.81;2020-07-28;2.13083333333333;13.5033983333333;"RADIO KAKAKI";"Visites";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Oui";329395;"A maintenu son statut";"Oui"
"P0PKctB8";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-12;"Actif";4;2020-08-12;2020-08-12;"Actif";0;0;0;0;9.81;2020-07-28;2.13083333333333;13.5033983333333;"RADIO KAKAKI";"Visites";"NIAMEY";"Urbain";"Wadata 2";"Wadata";"Niamey";"Non";64890;"Non visité";"Oui"
"Y1vvUeaK";2020-07-01;2020-07-31;"INDRETAILER";"Indirect";"PDV";2020-06-08;"Inactif récent";53;2020-06-08;1970-01-01;"Inactif récent";0;0;0;0;217.5;2020-07-29;2.135925;13.52088;"MARCHE CEREAL";"Visites";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Oui";0;"N'a pas réagi";"Non"
"Y1vvUeaK";2020-08-01;2020-08-16;"INDRETAILER";"Indirect";"PDV";2020-06-08;"Inactif récent";69;2020-06-08;1970-01-01;"Inactif récent";0;0;0;0;217.5;2020-08-15;2.13579666666667;13.520935;"MARCHE CEREAL";"Visites";"NIAMEY";"Urbain";"Grand Marché 2";"Grand Marché";"Niamey";"Oui";0;"N'a pas réagi";"Non"
"49swTPl4";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-07;"Futur inactif";24;2020-07-07;2020-06-22;"Futur inactif";0;0;0;0;2012.5;2020-07-30;2.14808333333333;13.5089533333333;"FAMEY";"Visites";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Oui";3010;"N'a pas réagi";"Oui"
"49swTPl4";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-07;"Inactif récent";40;2020-07-07;2020-06-22;"Inactif récent";0;0;0;0;2012.5;2020-07-30;2.14808333333333;13.5089533333333;"FAMEY";"Visites";"NIAMEY";"Urbain";"Wadata 4";"Wadata";"Niamey";"Non";0;"Non visité";"Non"
"j5Oe4jFX";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-15;"Actif";1;2020-08-15;1970-01-01;"Actif";0;0;0;0;4912.5;1970-01-01;2.08597705;13.55688686;"RT_BOBIEL";"Système";"NIAMEY";"Urbain";"Nord 3";"Nord";"Niamey";"Jamais";0;"Jamais visité";"Non"
"erdCseuR";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-19;"Actif";12;2020-07-19;1970-01-01;"Actif";0;0;0;0;52;1970-01-01;12.60897;13.322;"DIFFA STADE";"Système";"DIFFA";"Urbain";"Diffa 3";"Est";"Diffa";"Jamais";252;"Jamais visité";"Non"
"erdCseuR";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-19;"Futur inactif";28;2020-07-19;1970-01-01;"Futur inactif";0;0;0;0;52;1970-01-01;12.60897;13.322;"DIFFA STADE";"Système";"DIFFA";"Urbain";"Diffa 3";"Est";"Diffa";"Jamais";0;"Jamais visité";"Non"
"YPIqYSAJ";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-06-27;"Inactif récent";34;2020-06-27;1970-01-01;"Inactif récent";0;0;0;0;123;1970-01-01;2.089686;13.49281552;"KARAGUE RIVE DROITE 1";"Système";"NIAMEY";"Urbain";"Haro Banda 2";"Haro Banda";"Niamey";"Jamais";0;"Jamais visité";"Non"
"YPIqYSAJ";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-06-27;"Inactif récent";50;2020-06-27;1970-01-01;"Inactif récent";0;0;0;0;123;1970-01-01;2.08867095;13.48761306;"CHEICK_ANTA_DIOP";"Système";"NIAMEY";"Urbain";"Haro Banda 4";"Haro Banda";"Niamey";"Jamais";0;"Jamais visité";"Non"
"lEDq80G4";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-30;"Actif";0;0;0;0;65.5;2020-07-20;1.45439666666667;14.2025516666667;"TILLABERI";"Visites";"TILLABERI";"Urbain";"Tillabéri";"Ouest";"Tillaberi";"Oui";15;"N'a pas réagi";"Non"
"lEDq80G4";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";17;2020-07-30;2020-07-30;"Actif";0;0;0;0;65.5;2020-07-20;1.45439666666667;14.2025516666667;"TILLABERI";"Visites";"TILLABERI";"Urbain";"Tillabéri";"Ouest";"Tillaberi";"Non";0;"Non visité";"Non"
"CywogVzq";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-12;"Actif";19;2020-07-12;2020-07-09;"Actif";0;0;0;0;10.19;1970-01-01;9.00308333;13.78566667;"ZINDER FRANCO";"Système";"ZINDER";"Urbain";"Zinder 2";"Centre";"Zinder";"Jamais";38;"Jamais visité";"Non"
"CywogVzq";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-08-14;2020-08-13;"Actif";0;0;0;0;35.19;1970-01-01;9.00422;13.80363;"ZINDER NASSARAWA IDI";"Système";"ZINDER";"Urbain";"Zinder 2";"Centre";"Zinder";"Jamais";25;"Jamais visité";"Non"
"sAIjQHJV";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-30;"Actif";1;2020-07-30;2020-07-10;"Actif";0;0;0;0;526.79;1970-01-01;7.1024;13.5118;"MARADI_ARENE";"Système";"MARADI";"Urbain";"Maradi 3";"Sud";"Maradi";"Jamais";7800;"Jamais visité";"Oui"
"sAIjQHJV";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-13;"Actif";3;2020-08-13;2020-08-12;"Actif";0;0;0;0;16766.41;1970-01-01;7.1024;13.5118;"MARADI_ARENE";"Système";"MARADI";"Urbain";"Maradi 3";"Sud";"Maradi";"Jamais";265;"Jamais visité";"Non"
"ZyclRGLp";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-29;"Actif";2;2020-07-29;2020-07-14;"Actif";0;0;0;0;11;1970-01-01;2.11610974;13.53299047;"ECOLE ASKIA";"Système";"NIAMEY";"Urbain";"Grand Marché 3";"Grand Marché";"Niamey";"Jamais";409;"Jamais visité";"Non"
"ZyclRGLp";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-14;"Actif";2;2020-08-14;2020-08-13;"Actif";0;0;0;0;1596;1970-01-01;2.11452402;13.58937577;"KOIRA TEGUI MOOV";"Système";"NIAMEY";"Urbain";"Nord 5";"Nord";"Niamey";"Jamais";185;"Jamais visité";"Non"
"k22uCW2I";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";3;2020-07-28;2020-06-30;"Actif";0;0;0;0;24.3;2020-07-30;7.9852075;13.7606812333333;"TESSAOUA_2";"Visites";"TESSAOUA";"Urbain";"Tessaoua";"Est";"Maradi";"Oui";10;"A maintenu son statut";"Non"
"k22uCW2I";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-28;"Actif";19;2020-07-28;2020-06-30;"Actif";0;0;0;0;24.3;2020-08-16;7.99010121666667;13.7623322166667;"TESSAOUA_2";"Visites";"TESSAOUA";"Urbain";"Tessaoua";"Est";"Maradi";"Oui";0;"A maintenu son statut";"Non"
"1OaOCO96";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-05-20;"Inactif récent";72;2020-05-20;2020-05-20;"Inactif récent";0;0;0;0;618.5;1970-01-01;6.0411271;14.42155438;"BOUZA";"Système";"BOUZA";"Urbain";"Bouza";"Est";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"1OaOCO96";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-05-20;"Inactif récent";88;2020-05-20;2020-05-20;"Inactif récent";0;0;0;0;618.5;1970-01-01;6.0411271;14.42155438;"BOUZA";"Système";"BOUZA";"Urbain";"Bouza";"Est";"Tahoua";"Jamais";0;"Jamais visité";"Non"
"nGNDPzsj";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-23;"Actif";8;2020-07-23;1970-01-01;"Actif";0;0;0;0;23.5;2020-07-23;12.6148666666667;13.311625;"DIFFA VILLE";"Visites";"DIFFA";"Urbain";"Diffa 2";"Est";"Diffa";"Oui";1;"A maintenu son statut";"Non"
"nGNDPzsj";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-07-23;"Futur inactif";24;2020-07-23;1970-01-01;"Futur inactif";0;0;0;0;23.5;2020-07-23;12.6148666666667;13.311625;"DIFFA VILLE";"Visites";"DIFFA";"Urbain";"Diffa 2";"Est";"Diffa";"Non";0;"Non visité";"Non"
"nOKKZebo";2020-07-01;2020-07-31;"Retailer";"Indirect";"PDV";2020-07-27;"Actif";4;2020-07-27;2020-07-22;"Actif";0;0;0;0;2536;1970-01-01;8.9871;13.8064;"ZINDER_AUTOGARE";"Système";"ZINDER";"Urbain";"Zinder 1";"Centre";"Zinder";"Jamais";4062;"Jamais visité";"Oui"
"nOKKZebo";2020-08-01;2020-08-16;"Retailer";"Indirect";"PDV";2020-08-11;"Actif";5;2020-08-11;2020-08-10;"Actif";0;0;0;0;11821;1970-01-01;12.608748;13.315947;"DIFFA_ADMINISTRATION";"Système";"DIFFA";"Urbain";"Diffa 3";"Est";"Diffa";"Jamais";285;"Jamais visité";"Non"
